,name,main_category,categories,rating,reviews,address,city,country,state,zipcode,broader_category,Weighted_Score,Weighted_Average,All_Cities
75,Big Foot Goa,Museum,"Museum, Art gallery, Tourist attraction",4.1,7491.0,"Big Foot Goa, Cross Museum, Main Road, Salcete District, Loutolim, Goa 403718",Marmagao,India,Goa,403718,Cultural,30713.1,4.25,"Ambarsar, Amritsar, Goa, Madgaon, Marmagao, Panaji"
76,Joggers Park,Park,Park,4.4,1676.0,"9RVQ+972 Joggers Park, Chicalim, Bagmalo, Goa 403711",Marmagao,India,Goa,403711,Nature,7374.400000000001,4.44,"Ambarsar, Amritsar, Goa, Madgaon, Marmagao, Panaji"
77,Siridao Rock Beach,Public beach,"Public beach, Tourist attraction",4.5,404.0,"CVP6+877 Siridao Rock Beach, Siridao, Goa 403108",Marmagao,India,Goa,403108,Nature,1818.0,4.44,"Ambarsar, Amritsar, Goa, Madgaon, Marmagao, Panaji"
78,Vasco Clock Tower,Historical landmark,"Historical landmark, Historical place museum, Tourist attraction",4.1,111.0,"Vasco Clock Tower, Muncipal Market, Vaddem, Vasco Da Gama, Goa 403802",Marmagao,India,Goa,403802,Cultural,455.09999999999997,4.25,"Ambarsar, Amritsar, Goa, Madgaon, Marmagao, Panaji"
79,"BAPS Shri Swaminarayan Mandir, Rajkot",Hindu temple,"Hindu temple, Place of worship",4.6,6347.0,"BAPS Shri Swaminarayan Mandir, Rajkot, Kalavad Rd, near Mahila College, Vaishali Nagar, Rajkot, Gujarat 360007",Rajkot,India,Gujarat,360007,Religious,29196.199999999997,4.6,"Ahmedabad, Alleppey, Gir, Patan, Rajkot, Surat, Vadodara"
80,Mahatma Gandhi Museum,History museum,"History museum, Museum, Tourist attraction",4.5,5261.0,"Mahatma Gandhi Museum, Jubilee, Chowk, Jawahar Rd, Lohana Para, Rajkot, Gujarat 360001",Rajkot,India,Gujarat,360001,Cultural,23674.5,4.35,"Ahmedabad, Alleppey, Gir, Patan, Rajkot, Surat, Vadodara"
81,Watson Museum,Museum,"Museum, Tourist attraction",4.4,1200.0,"8R22+6PH Watson Museum, Jawahar Rd, Opp BSNL Office, Jubilee Garden, Rajkot, Gujarat 360001",Rajkot,India,Gujarat,360001,Cultural,5280.0,4.35,"Ahmedabad, Alleppey, Gir, Patan, Rajkot, Surat, Vadodara"
82,Jubilee Garden,Garden,"Garden, Tourist attraction",4.1,5483.0,"8R22+6QP Jubilee Garden, Jubilee Rd, Lohana Para, Rajkot, Gujarat 360001",Rajkot,India,Gujarat,360001,Nature,22480.3,4.4,"Ahmedabad, Alleppey, Gir, Patan, Rajkot, Surat, Vadodara"
83,Ishwariya Park,Park,"Park, Tourist attraction",4.5,4779.0,"Ishwariya Park, Rajkot, Gujarat 360006",Rajkot,India,Gujarat,360006,Nature,21505.5,4.4,"Ahmedabad, Alleppey, Gir, Patan, Rajkot, Surat, Vadodara"
84,Prem Mandir,Catholic church,"Catholic church, Catholic cathedral",4.4,2135.0,"7QG5+C6Q Prem Mandir, Kalawad Road, Bishops House, Ravipark Society, Rajkot, Gujarat 360005",Rajkot,India,Gujarat,360005,Religious,9394.0,4.6,"Ahmedabad, Alleppey, Gir, Patan, Rajkot, Surat, Vadodara"
85,Aji Park,Park,Park,4.3,1460.0,"7RCP+G9M Aji Park, Aji Dam Chokdi, Rajkot, Gujarat 360002",Rajkot,India,Gujarat,360002,Nature,6278.0,4.4,"Ahmedabad, Alleppey, Gir, Patan, Rajkot, Surat, Vadodara"
86,Narshi Mehta Garden,Garden,Garden,4.4,942.0,"Narshi Mehta Garden, Ramkrishna Nagar Road, &, Swami Vivekananda Rd, Ram Krishna Nagar, Rama Krishan Nagar, Rajkot, Gujarat 360001",Rajkot,India,Gujarat,360001,Nature,4144.8,4.4,"Ahmedabad, Alleppey, Gir, Patan, Rajkot, Surat, Vadodara"
87,"Shree Ishwariya Mahadev Mandir , Rajkot",Hindu temple,"Hindu temple, Tourist attraction",4.6,355.0,"9Q38+5R2 Shree Ishwariya Mahadev Mandir , Rajkot, Near Ishwariya Restaurant Ishwariya Post Rd, Gujarat 360006",Rajkot,India,Gujarat,360006,Religious,1632.9999999999998,4.6,"Ahmedabad, Alleppey, Gir, Patan, Rajkot, Surat, Vadodara"
88,Tramba Triveni Sangam,Park,Park,4.6,219.0,"6WC6+WMP Tramba Triveni Sangam, Tramba, Rajkot, Gujarat 360020",Rajkot,India,Gujarat,360020,Nature,1007.4,4.4,"Ahmedabad, Alleppey, Gir, Patan, Rajkot, Surat, Vadodara"
89,Kaba Gandhi No Delo,Museum,Museum,4.7,164.0,"Kaba Gandhi No Delo, Opp. Dresswala Store, Kaba gandhi street, 8, Dharmendra Rd, Rajkot, Gujarat 360001",Rajkot,India,Gujarat,360001,Cultural,770.8000000000001,4.35,"Ahmedabad, Alleppey, Gir, Patan, Rajkot, Surat, Vadodara"
90,Aryabhatt Science Museum,Museum,"Museum, Tourist attraction",4.2,85.0,"7QXR+W39 Aryabhatt Science Museum, Race Course Rd, opp. Galaxy Cinema Rajkot, Race Course, Sadar, Rajkot, Gujarat 360001",Rajkot,India,Gujarat,360001,Cultural,357.0,4.35,"Ahmedabad, Alleppey, Gir, Patan, Rajkot, Surat, Vadodara"
91,Rajkot garden,Garden,Garden,4.1,79.0,"Rajkot garden, Pedak Rd, Brahamaniyapara, Gujarat Society, Arya Nagar, Rajkot, Gujarat 360003",Rajkot,India,Gujarat,360003,Nature,323.9,4.4,"Ahmedabad, Alleppey, Gir, Patan, Rajkot, Surat, Vadodara"
92,Blue Step Garden,Park,Park,4.5,62.0,"8Q2Q+2PJ Blue Step Garden, Race Course, Sadar, Rajkot, Gujarat 360001",Rajkot,India,Gujarat,360001,Nature,279.0,4.4,"Ahmedabad, Alleppey, Gir, Patan, Rajkot, Surat, Vadodara"
93,Akhnoor Fort,Fortress,"Fortress, Tourist attraction",4.2,3592.0,"Akhnoor Fort, Jammu and Kashmir 181201",Jammu,India,Jammu and Kashmir,181201,Cultural,15086.400000000001,4.5,"Amarnath, Bijbehara, Gulmarg, Jammu, Leh, Srinagar, Vaishno"
94,Maharaja Hari Singh Ji Park,Park,Park,4.2,2174.0,"Maharaja Hari Singh Ji Park, 114, Gulab Singh Marg, Prem Nagar, Old Heritage City, Jammu, Jammu and Kashmir, 180016",Jammu,India,Jammu and Kashmir,180016,Nature,9130.800000000001,4.41,"Amarnath, Bijbehara, Gulmarg, Jammu, Leh, Srinagar, Vaishno"
95,Bagh-E-Bahu,Park,Park,4.4,1221.0,"Bagh-E-Bahu, Bahu Fort, Bagh-e-bahu, near hanuman mandir, Jammu, Jammu and Kashmir 180006",Jammu,India,Jammu and Kashmir,180006,Nature,5372.400000000001,4.41,"Amarnath, Bijbehara, Gulmarg, Jammu, Leh, Srinagar, Vaishno"
96,Amar Mahal Museum and Library,Museum,"Museum, Library, Tourist attraction",4.2,1099.0,"PVXC+3WM Amar Mahal Museum and Library, Palace Road, Karan Nagar, Jammu Tawi, Jammu, Jammu and Kashmir 180001",Jammu,India,Jammu and Kashmir,180001,Cultural,4615.8,4.5,"Amarnath, Bijbehara, Gulmarg, Jammu, Leh, Srinagar, Vaishno"
97,Mubarak Mandi Park,Park,Park,4.2,739.0,"Mubarak Mandi Park, Mubarak Mandi, Panjtirthi, Jammu, Jammu and Kashmir 180001",Jammu,India,Jammu and Kashmir,180001,Nature,3103.8,4.41,"Amarnath, Bijbehara, Gulmarg, Jammu, Leh, Srinagar, Vaishno"
98,Maha Maya Temple,Hindu temple,"Hindu temple, Tourist attraction",4.8,583.0,"PVJR+66H Maha Maya Temple, Maha Maya Path, Jammu, Jammu and Kashmir 180017",Jammu,India,Jammu and Kashmir,180017,Religious,2798.4,4.68,"Amarnath, Bijbehara, Gulmarg, Jammu, Leh, Srinagar, Vaishno"
99,Bahu Fort Park,Park,Park,4.3,332.0,"PVFG+XPH Bahu Fort Park, Bahu Road, Gorkha Nagar, Jammu, Jammu and Kashmir 180006",Jammu,India,Jammu and Kashmir,180006,Nature,1427.6,4.41,"Amarnath, Bijbehara, Gulmarg, Jammu, Leh, Srinagar, Vaishno"
100,Dogra Art Museum,Heritage museum,"Heritage museum, Art museum, Tourist attraction",4.2,257.0,"Dogra Art Museum, Panjtirthi, Jammu, Jammu and Kashmir 180001",Jammu,India,Jammu and Kashmir,180001,Cultural,1079.4,4.5,"Amarnath, Bijbehara, Gulmarg, Jammu, Leh, Srinagar, Vaishno"
101,Gateway Of India Mumbai,Historical landmark,"Historical landmark, Monument, Tourist attraction",4.6,367625.0,"Gateway Of India Mumbai, Apollo Bandar, Colaba, Mumbai, Maharashtra 400001",Bombay,India,Maharashtra,400001,Cultural,1691074.9999999998,4.49,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
102,ISKCON Mandir - Juhu,Hindu temple,"Hindu temple, Place of worship, Tourist attraction",4.7,43307.0,"ISKCON Mandir - Juhu, ISKCON(r), Hare Krishna Land, Sri Mukteshwar Devalaya Rd, Marg, Sainath Nagar, MHADA Colony, Juhu, Mumbai, Maharashtra 400049",Bombay,India,Maharashtra,400049,Religious,203542.9,4.69,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
103,Chhatrapati Shivaji Maharaj Vastu Sangrahalaya,History museum,"History museum, Heritage building, Natural history museum, Tourist attraction",4.6,34964.0,"Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, 159-161, Mahatma Gandhi Road, Kala Ghoda, Fort, Mumbai, Maharashtra 400001",Bombay,India,Maharashtra,400001,Cultural,160834.4,4.49,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
104,Priyadarshini Park,Park,"Park, Sports complex, Tourist attraction",4.5,17061.0,"Priyadarshini Park, Nepean Sea Rd, Malabar Hill, Mumbai, Maharashtra 400006",Bombay,India,Maharashtra,400006,Nature,76774.5,4.35,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
105,Haji Ali Dargah,Shrine,"Shrine, Religious destination, Tourist attraction",4.4,16700.0,"Haji Ali Dargah, Dargah Rd, near Lala Lajpatrai Marg, Haji Ali, Mumbai, Maharashtra 400026",Bombay,India,Maharashtra,400026,Religious,73480.0,4.69,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
106,ISKCON Chowpatty (Sri Sri Radha Gopinath Mandir),Hindu temple,"Hindu temple, Non-profit organization, Tourist attraction",4.8,6777.0,"ISKCON Chowpatty (Sri Sri Radha Gopinath Mandir), 7, K. M. Munshi Marg, Girgaon, Chowpatty, Mumbai, Maharashtra 400007",Bombay,India,Maharashtra,400007,Religious,32529.6,4.69,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
107,Dr. Bhau Daji Lad Museum,Museum,"Museum, Tourist attraction",4.4,5115.0,"Dr. Bhau Daji Lad Museum, 91 A, Rani Baug, Veer Mata Jijbai Bhonsle Udyan, 91 A, Dr Baba Saheb Ambedkar Rd, Byculla East, Mumbai, Maharashtra 400027",Bombay,India,Maharashtra,400027,Cultural,22506.0,4.49,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
108,Thiruchembur Murugan Temple,Hindu temple,"Hindu temple, Tourist attraction",4.7,3361.0,"Thiruchembur Murugan Temple, Temple Complex, Rd Number 2, Chembur West, Sector 1, Chedda Nagar, Mumbai, Maharashtra 400089",Bombay,India,Maharashtra,400089,Religious,15796.7,4.69,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
109,National Museum of Indian Cinema,Museum,"Museum, Tourist attraction",4.6,1670.0,"National Museum of Indian Cinema, Gulshan Mahal, 24, Pedder Rd, Cumballa Hill, Mumbai, Maharashtra 400026",Bombay,India,Maharashtra,400026,Cultural,7681.999999999999,4.49,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
110,Mani Bhavan Gandhi Sangrahalaya,Historical place museum,Historical place museum,4.6,1090.0,"Mani Bhavan Gandhi Sangrahalaya, Mani Bhavan, 19, Laburnum Rd, Babulnath, Gamdevi, Mumbai, Maharashtra 400007",Bombay,India,Maharashtra,400007,Cultural,5014.0,4.49,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
111,Cathedral of the Holy Name,Catholic cathedral,"Catholic cathedral, Cathedral, Church, Tourist attraction",4.7,1053.0,"Cathedral of the Holy Name, 19, Nathalal Parikh Marg, Scindia Society, Police Colony, Apollo Bandar, Colaba, Mumbai, Maharashtra 400001",Bombay,India,Maharashtra,400001,Religious,4949.1,4.69,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
112,Sanjay Gandhi National Park,National park,"National park, Tourist attraction",4.3,61981.0,"Sanjay Gandhi National Park, Mumbai, Maharashtra",Bombay,India,Maharashtra,,Nature,266518.3,4.35,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
113,Band Stand,Scenic spot,"Scenic spot, Tourist attraction",4.4,61447.0,"Band Stand, BJ Road, Mount Mary, Bandra West, Mumbai, Maharashtra 400050",Bombay,India,Maharashtra,400050,Nature,270366.80000000005,4.35,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
114,Chatrapati Shivaji Maharaj Park,Park,"Park, Tourist attraction",4.5,39136.0,"Plot No, Chatrapati Shivaji Maharaj Park, 8, Gopi Tank Marg, Mahim West, Shivaji Park, Mumbai, Maharashtra 400016",Bombay,India,Maharashtra,400016,Nature,176112.0,4.35,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
115,Hanging Gardens,Park,"Park, Garden, Tourist attraction",4.2,35504.0,"Hanging Gardens, Ridge Rd, Simla Nagar, Malabar Hill, Mumbai, Maharashtra 400006",Bombay,India,Maharashtra,400006,Nature,149116.80000000002,4.35,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
116,Bandra Fort,Fortress,Fortress,4.4,27475.0,"2RR9+Q85 Bandra Fort, Byramji Jeejeebhoy Road, Bandstand Road, Mumbai, Maharashtra 400050",Bombay,India,Maharashtra,400050,Cultural,120890.00000000001,4.49,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
117,Chhatrapati Shivaji Maharaj Statue,Historical landmark,"Historical landmark, Sculpture, Tourist attraction",4.5,15220.0,"2WW5+8RM Chhatrapati Shivaji Maharaj Statue, Sion - Panvel Hwy, Best Colony, Govandi East, Mumbai, Maharashtra 400085",Bombay,India,Maharashtra,400085,Cultural,68490.0,4.49,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
118,Vasai Fort,Fortress,"Fortress, Historical landmark, Tourist attraction",4.3,13733.0,"Vasai Fort, Killa Rd, Police Colony, Naigaon West, Naigaon, Vasai-Virar, Maharashtra 401201",Bombay,India,Maharashtra,401201,Cultural,59051.899999999994,4.49,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
119,Cross Maidan Garden,Park,"Park, Tourist attraction",4.2,13053.0,"WRQH+8XQ Cross Maidan Garden, Mahatma Gandhi Road, New Marine Lines, Marine Lines, New Marine Lines, Marine Lines, Mumbai, Maharashtra 400020",Bombay,India,Maharashtra,400020,Nature,54822.600000000006,4.35,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
120,Horniman Circle Garden,Park,"Park, Tourist attraction",4.4,12485.0,"Horniman Circle Garden, 11, Homji St, Kala Ghoda, Fort, Mumbai, Maharashtra 400001",Bombay,India,Maharashtra,400001,Nature,54934.00000000001,4.35,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
121,BMC Nirvana Park,Park,"Park, Tourist attraction",4.3,6368.0,"BMC Nirvana Park, G.M. Nirvana Park, M.C, Central Ave, Hiranandani Gardens, Panchkutir Ganesh Nagar, Powai, Mumbai, Maharashtra 400076",Bombay,India,Maharashtra,400076,Nature,27382.399999999998,4.35,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
122,Amarsons Garden,Park,"Park, Tourist attraction",4.3,6055.0,"Amarsons Garden, 76, Bhulabhai Desai Marg, Breach Candy, Cumballa Hill, Mumbai, Maharashtra 400026",Bombay,India,Maharashtra,400026,Nature,26036.5,4.35,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
123,Gol Deval Temple,Hindu temple,"Hindu temple, Tourist attraction",4.3,4575.0,"Gol Deval Temple, Sardar Vallabhbhai Patel Rd, Khetwadi, Bhuleshwar, Mumbai, Maharashtra 400004",Bombay,India,Maharashtra,400004,Religious,19672.5,4.69,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
124,Veer Baji Prabhu Udyan,Park,"Park, Garden, Tourist attraction",4.4,4361.0,"2RGP+P43 Veer Baji Prabhu Udyan, Keluskar Rd S, near chaittyabhumi, Dadar West, Dadar, Mumbai, Maharashtra 400028",Bombay,India,Maharashtra,400028,Nature,19188.4,4.35,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
125,Shiv Fort,Fortress,"Fortress, Historical place, Tourist attraction",4.2,3716.0,"Shiv Fort, East, Rd No 1, Sion East, Sion, Mumbai, Maharashtra 400022",Bombay,India,Maharashtra,400022,Cultural,15607.2,4.49,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
126,Worli Fort,Fortress,"Fortress, Tourist attraction",4.2,3649.0,"2RF8+FPM Worli Fort, Worli village, near worli, fort, Mumbai, Maharashtra 400030",Bombay,India,Maharashtra,400030,Cultural,15325.800000000001,4.49,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
127,Shree Ghanteshwar Hanuman Mandir,Hindu temple,"Hindu temple, Tourist attraction",4.7,2798.0,"Shree Ghanteshwar Hanuman Mandir, 11th Road, Madhu Park, Khar, Khar West, Mumbai, Maharashtra 400052",Bombay,India,Maharashtra,400052,Religious,13150.6,4.69,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
128,Juhu Garden,Park,"Park, Tourist attraction",4.1,2327.0,"Juhu Garden, 22, Juhu Tara Rd, Hasmukh Nagar, Santacruz West, Mumbai, Maharashtra 400054",Bombay,India,Maharashtra,400054,Nature,9540.699999999999,4.35,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
129,Madh Fort,Fortress,"Fortress, Historical landmark, Tourist attraction",4.1,1784.0,"4QJV+WW2 Madh Fort, Near Kileshwar Mahadev Mandir, Kileshwar Road, Madh, Mumbai, Maharashtra 400061",Bombay,India,Maharashtra,400061,Cultural,7314.4,4.49,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
130,Babu Amichand Panalal Adishwarji Jain Temple,Jain temple,"Jain temple, Tourist attraction",4.8,1641.0,"Babu Amichand Panalal Adishwarji Jain Temple, 97, Ridge Rd, Walkeshwar, Malabar Hill, Mumbai, Maharashtra 400006",Bombay,India,Maharashtra,400006,Religious,7876.799999999999,4.69,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
131,Sagar Upvan Garden,Garden,"Garden, Tourist attraction",4.2,1561.0,"WR6F+PVG Sagar Upvan Garden, Azad Nagar, Cuffe Parade, Mumbai, Maharashtra 400005",Bombay,India,Maharashtra,400005,Nature,6556.200000000001,4.35,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
132,Film City View,Scenic spot,"Scenic spot, Tourist attraction",4.3,1079.0,"Film City View, 28, Dr Babasaheb Ambedkar Marg, New Mhada Colony, Goregaon, Mumbai, Maharashtra 400065",Bombay,India,Maharashtra,400065,Nature,4639.7,4.35,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
133,Fort George,Fortress,"Fortress, Tourist attraction",4.5,157.0,"Fort George, 1, Frere Rd, Mumbai Port Trust, Mazgaon, Mumbai, Maharashtra 400001",Bombay,India,Maharashtra,400001,Cultural,706.5,4.49,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
134,Hutatma Memorial Statue,Historical landmark,"Historical landmark, Tourist attraction",4.4,137.0,"WRMJ+3HP Hutatma Memorial Statue, Kala Ghoda, Fort, Mumbai, Maharashtra 400001",Bombay,India,Maharashtra,400001,Cultural,602.8000000000001,4.49,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
135,Bomanjee Hormarjee Wadia Clock Tower,Historical landmark,"Historical landmark, Tourist attraction",4.4,78.0,"WRMP+R8M Bomanjee Hormarjee Wadia Clock Tower, Perin Nariman St, Borabazar Precinct, Ballard Estate, Fort, Mumbai, Maharashtra 400001",Bombay,India,Maharashtra,400001,Cultural,343.20000000000005,4.49,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
136,Udayagiri and Khandagiri Caves,Historical landmark,"Historical landmark, Tourist attraction",4.4,25439.0,"7Q7M+2V7 Udayagiri and Khandagiri Caves, Khandagiri, Bhubaneswar, Odisha 751030",Bhubaneswar,India,Odisha,751030,Cultural,111931.6,4.46,"Bhubaneswar, Puri"
137,State Tribal Museum,Museum,"Museum, Tourist attraction",4.6,3171.0,"State Tribal Museum, Unit - VIII, CRP - DAV Rd, CRPF Colony, Nayapalli, Bhubaneswar, Odisha 751003",Bhubaneswar,India,Odisha,751003,Cultural,14586.599999999999,4.46,"Bhubaneswar, Puri"
138,Dhauli Shanti Stupa,Historical landmark,"Historical landmark, Monastery, Tourist attraction",4.5,21786.0,"Dhauli Shanti Stupa, Dhauli, Dhauli Santi Stup, Bhubaneswar, Odisha 751002",Bhubaneswar,India,Odisha,751002,Cultural,98037.0,4.46,"Bhubaneswar, Puri"
139,Biju Patnaik Park,Park,"Park, Tourist attraction",4.5,16807.0,"7R5F+8X8 Biju Patnaik Park, Forest Park, Bhubaneswar, Odisha 751009",Bhubaneswar,India,Odisha,751009,Nature,75631.5,4.49,"Bhubaneswar, Puri"
140,Sri Ram Temple,Hindu temple,"Hindu temple, Place of worship, Tourist attraction",4.7,12784.0,"Sri Ram Temple, 1, Madhusudan Marg, Ekamra Vihar, UNIT- 9, Bhubaneswar, Odisha 751001",Bhubaneswar,India,Odisha,751001,Religious,60084.8,4.69,"Bhubaneswar, Puri"
141,"Shree Mukteswara Temple, Bhubaneswar",Hindu temple,"Hindu temple, Tourist attraction",4.7,5379.0,"6RVR+35P Shree Mukteswara Temple, Bhubaneswar, Old Town, Kedar Gouri Vihar, Old Town, Bhubaneswar, Odisha 751019",Bhubaneswar,India,Odisha,751019,Religious,25281.3,4.69,"Bhubaneswar, Puri"
